region_isp,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
380_na_20959,NL-Amsterdam,03-01-2010,,0.281498,82.000000,0.641677,0.353752,1.280172,
380_na_20959,NL-Amsterdam,04-01-2010,,0.268438,,,,,
380_na_20959,NL-Amsterdam,05-01-2010,,0.270883,,,,,
380_na_20959,NL-Amsterdam,07-01-2011,,0.304326,,,,,
380_na_20959,NL-Amsterdam,08-01-2011,,0.296756,,,,,
380_na_20959,NL-Amsterdam,09-01-2010,,0.277655,,,,,
380_na_20959,NL-Amsterdam,09-01-2011,,0.292382,,,,,
380_na_20959,NL-Amsterdam,10-01-2010,,0.270643,,,,,
380_na_20959,NL-Amsterdam,11-01-2010,,0.267444,,,,,
380_na_20959,NL-Amsterdam,12-01-2010,,0.272013,,,,,
380_na_20959,NL-Amsterdam-2,02-01-2010,,0.267029,93.000000,0.881422,0.093122,1.154930,
380_na_20959,NL-Amsterdam-2,03-01-2010,,0.273100,,,,,
380_na_20959,UK-London,01-01-2011,,0.269914,,0.477620,0.515365,1.115000,
380_na_20959,UK-London,02-01-2010,3.377433,0.277050,79.000000,0.649465,0.345663,1.710112,280
380_na_20959,UK-London,02-01-2011,,0.275919,,,,,
380_na_20959,UK-London,03-01-2010,3.735082,0.280771,77.000000,0.500284,0.493578,1.707355,381
380_na_20959,UK-London,03-01-2011,,0.280497,,,,,
380_na_20959,UK-London,04-01-2010,,0.267704,78.000000,0.331331,0.663940,1.785515,
380_na_20959,UK-London,05-01-2010,,0.272614,78.000000,0.250484,0.725871,1.571023,
380_na_20959,UK-London,06-01-2010,,0.264508,79.000000,0.471087,0.521680,1.496479,
380_na_20959,UK-London,07-01-2010,,0.275388,78.500000,0.480138,0.512706,1.916031,
380_na_20959,UK-London,08-01-2010,,0.276971,,,,,
380_na_20959,UK-London,08-01-2011,,0.300237,,,,,
380_na_20959,UK-London,09-01-2010,,0.279289,,,,,
380_na_20959,UK-London,09-01-2011,,0.307100,80.000000,0.901584,0.081236,2.567901,
380_na_20959,UK-London,10-01-2010,,0.274478,,,,,
380_na_20959,UK-London,11-01-2010,,0.271726,,,,,
380_na_20959,UK-London,12-01-2010,,0.270763,,,,,
380_na_20959,US-CA-LosAngeles,03-01-2010,,0.215581,,,,,
380_na_20959,US-NY-NewYork,02-01-2010,,0.261552,,,,,
380_na_20959,US-NY-NewYork,03-01-2010,,0.280860,163.000000,0.798965,0.189137,1.563025,
380_na_20959,US-NY-NewYork,06-01-2010,,0.285243,,,,,
380_na_20963,DE-Hamburg,01-01-2011,,0.285875,79.000000,0.929573,0.063243,2.181132,
380_na_20963,DE-Hamburg,08-01-2010,,0.323306,79.000000,0.878875,0.117353,1.862745,
380_na_20963,DE-Hamburg,09-01-2010,1.219119,0.307879,82.000000,0.927650,0.066060,1.986971,239
380_na_20963,DE-Hamburg,10-01-2010,1.280318,0.291421,86.000000,0.942532,0.047286,1.859649,220
380_na_20963,DE-Hamburg,11-01-2010,,0.292279,80.000000,0.941419,0.047136,1.747788,
380_na_20963,DE-Hamburg,12-01-2010,,0.271250,81.500000,0.948254,0.040693,2.123894,
380_na_20963,FR-Paris,01-01-2011,0.943595,0.242274,82.000000,0.949861,0.039317,1.587719,350
380_na_20963,FR-Paris,02-01-2011,1.946191,0.315403,80.000000,0.934090,0.056186,1.901695,219
380_na_20963,FR-Paris,03-01-2010,,0.310166,82.000000,0.675754,0.304093,1.873950,
380_na_20963,FR-Paris,03-01-2011,2.821191,0.307979,78.000000,0.926088,0.065086,1.557377,215
380_na_20963,FR-Paris,04-01-2010,1.185316,0.320775,87.000000,0.919070,0.063109,1.798198,430
380_na_20963,FR-Paris,05-01-2010,1.401520,0.323623,82.000000,0.936405,0.051634,2.065010,398
380_na_20963,FR-Paris,06-01-2010,1.706797,0.321772,82.000000,0.887031,0.091415,2.040685,344
380_na_20963,FR-Paris,07-01-2010,2.729190,0.336060,82.000000,0.794514,0.201411,2.268499,325
380_na_20963,FR-Paris,07-01-2011,3.020536,0.328790,77.000000,0.946375,0.044445,2.572816,248
380_na_20963,FR-Paris,08-01-2010,2.194930,0.320453,83.000000,0.760430,0.215960,1.790909,222
380_na_20963,FR-Paris,09-01-2010,1.555547,0.306391,85.000000,0.912509,0.075803,1.894595,277
380_na_20963,FR-Paris,10-01-2010,1.600427,0.326310,81.500000,0.891837,0.100796,1.428184,264
380_na_20963,FR-Paris,11-01-2010,1.390952,0.294258,81.000000,0.901707,0.090802,1.533708,269
380_na_20963,FR-Paris,12-01-2010,1.143382,0.260223,81.000000,0.931383,0.055419,1.496183,291
380_na_20963,GR-Athens,01-01-2011,0.568016,0.234987,143.000000,0.917344,0.062820,1.191729,202
380_na_20963,GR-Athens,02-01-2011,,0.285033,,0.932525,0.055339,1.490196,
380_na_20963,GR-Athens,03-01-2011,,0.297663,,,,,
380_na_20963,GR-Athens,04-01-2010,,0.315208,,,,,
380_na_20963,GR-Athens,05-01-2010,,0.315014,131.000000,0.920801,0.061260,2.316514,
380_na_20963,GR-Athens,06-01-2010,,0.298580,,,,,
380_na_20963,GR-Athens,07-01-2010,,0.311328,125.500000,0.860676,0.129632,1.995000,
380_na_20963,GR-Athens,08-01-2010,,0.302476,,,,,
380_na_20963,GR-Athens,08-01-2011,,0.313199,120.000000,0.928327,0.061208,2.212245,
380_na_20963,GR-Athens,09-01-2010,,0.311515,,,,,
380_na_20963,GR-Athens,09-01-2011,2.745338,0.312267,116.000000,0.931141,0.059862,2.192913,205
380_na_20963,GR-Athens,10-01-2010,,0.305750,119.000000,0.855539,0.135126,1.802632,
380_na_20963,GR-Athens,11-01-2010,,0.281455,,,,,
380_na_20963,GR-Athens,12-01-2010,,0.241369,136.000000,0.909173,0.074969,1.366935,
380_na_3228,FR-Paris,01-01-2011,,0.276836,,,,,
380_na_3228,FR-Paris,03-01-2010,,0.290294,,,,,
380_na_3228,FR-Paris,03-01-2011,,0.284023,,,,,
380_na_3228,FR-Paris,04-01-2010,,0.274550,62.000000,0.749049,0.240193,1.594406,
380_na_3228,FR-Paris,05-01-2010,,0.285650,59.000000,0.434965,0.557886,1.967742,
380_na_3228,FR-Paris,06-01-2010,,0.267587,65.000000,0.613849,0.350509,1.908714,
380_na_3228,FR-Paris,07-01-2010,,0.276337,,,,,
380_na_3228,FR-Paris,10-01-2010,,0.265701,,,,,
380_na_3228,FR-Paris,11-01-2010,,0.281387,,,,,
380_na_44957,FR-Paris,01-01-2011,,0.066991,,,,,
380_na_44957,FR-Paris,02-01-2011,,0.068621,,,,,
380_na_44957,FR-Paris,03-01-2010,,0.241421,,,,,
380_na_44957,FR-Paris,03-01-2011,,0.066904,,,,,
380_na_44957,FR-Paris,04-01-2010,1.057702,0.237195,77.000000,0.954360,0.037440,1.595156,235
380_na_44957,FR-Paris,05-01-2010,1.640082,0.246189,76.000000,0.884416,0.109931,1.457143,230
380_na_44957,FR-Paris,06-01-2010,,0.227278,75.000000,0.906181,0.087645,1.528926,
380_na_44957,FR-Paris,07-01-2010,,0.077619,77.000000,0.967737,0.026109,1.511962,
380_na_44957,FR-Paris,08-01-2010,,0.076674,,,,,
380_na_44957,FR-Paris,09-01-2010,,0.068061,,,,,
380_na_44957,FR-Paris,10-01-2010,,0.075714,,,,,
380_na_44957,FR-Paris,11-01-2010,,0.076501,,,,,
380_na_44957,FR-Paris,12-01-2010,,0.068912,,,,,
380_no_20959,DE-Hamburg,01-01-2011,2.536847,0.262564,76.000000,0.880151,0.100580,2.445844,277
380_no_20959,DE-Hamburg,02-01-2011,,0.288527,79.000000,0.663653,0.318960,2.690566,
380_no_20959,DE-Hamburg,03-01-2011,,0.297048,76.500000,0.853637,0.118953,2.785467,
380_no_20959,DE-Hamburg,07-01-2011,,0.293110,,,,,
380_no_20959,DE-Hamburg,08-01-2010,3.477348,0.265537,78.000000,0.912744,0.061658,2.099138,330
380_no_20959,DE-Hamburg,08-01-2011,,0.300993,76.000000,0.910736,0.078905,3.194030,
380_no_20959,DE-Hamburg,09-01-2010,2.543059,0.263709,78.000000,0.924745,0.049511,2.236190,388
380_no_20959,DE-Hamburg,09-01-2011,,0.303730,73.000000,0.891378,0.097485,2.589372,
380_no_20959,DE-Hamburg,10-01-2010,2.441592,0.276613,77.000000,0.911817,0.069460,2.307836,375
380_no_20959,DE-Hamburg,11-01-2010,2.339488,0.278927,77.500000,0.825457,0.155843,2.355649,318
380_no_20959,DE-Hamburg,12-01-2010,2.433981,0.281574,77.000000,0.811401,0.161976,2.580882,270
380_no_20959,FR-Paris,01-01-2011,2.154024,0.280964,70.000000,0.428917,0.558311,1.666255,453
380_no_20959,FR-Paris,02-01-2010,,0.281595,68.000000,0.606276,0.382135,2.020548,
380_no_20959,FR-Paris,02-01-2011,2.650507,0.283381,69.000000,0.295800,0.693674,1.719711,298
380_no_20959,FR-Paris,03-01-2010,3.694277,0.281565,67.000000,0.356463,0.636112,1.765542,313
380_no_20959,FR-Paris,03-01-2011,3.324271,0.292945,68.000000,0.153036,0.841969,1.769984,311
380_no_20959,FR-Paris,04-01-2010,3.532612,0.280073,68.500000,0.559149,0.429074,1.972872,635
380_no_20959,FR-Paris,05-01-2010,3.330102,0.281515,69.000000,0.592326,0.396893,2.120441,707
380_no_20959,FR-Paris,06-01-2010,4.061834,0.281626,69.000000,0.663220,0.329274,2.497083,562
380_no_20959,FR-Paris,07-01-2010,4.563187,0.284363,67.000000,0.580915,0.411670,1.926205,397
380_no_20959,FR-Paris,07-01-2011,4.353834,0.304930,67.000000,0.659383,0.337326,1.936034,281
380_no_20959,FR-Paris,08-01-2010,3.739675,0.281610,68.000000,0.691457,0.303209,1.689286,356
380_no_20959,FR-Paris,09-01-2010,3.396299,0.279429,69.000000,0.576049,0.411190,1.557662,385
380_no_20959,FR-Paris,10-01-2010,3.636816,0.278941,68.000000,0.609125,0.380994,1.635311,413
380_no_20959,FR-Paris,11-01-2010,2.716583,0.281457,69.000000,0.660758,0.327941,1.801664,438
380_no_20959,FR-Paris,12-01-2010,3.139414,0.285072,68.000000,0.410368,0.581472,1.529753,391
380_no_20959,GR-Athens,01-01-2011,,0.257579,127.000000,0.591816,0.387489,1.672414,
380_no_20959,GR-Athens,02-01-2011,,0.286360,126.000000,0.246783,0.745258,1.864486,
380_no_20959,GR-Athens,03-01-2011,,0.277013,120.500000,0.288224,0.698138,1.376384,
380_no_20959,GR-Athens,04-01-2010,,0.283238,118.000000,0.731777,0.257082,2.329365,
380_no_20959,GR-Athens,05-01-2010,2.673501,0.281465,121.000000,0.768496,0.222011,2.357542,229
380_no_20959,GR-Athens,06-01-2010,,0.281691,120.000000,0.907488,0.081471,2.267717,
380_no_20959,GR-Athens,07-01-2010,,0.268823,,,,,
380_no_20959,GR-Athens,07-01-2011,,0.296850,,,,,
380_no_20959,GR-Athens,08-01-2010,,0.264121,,,,,
380_no_20959,GR-Athens,08-01-2011,,0.298310,122.000000,0.855928,0.128525,2.117886,
380_no_20959,GR-Athens,09-01-2010,,0.259717,,,,,
380_no_20959,GR-Athens,09-01-2011,2.572423,0.295027,116.000000,0.822012,0.165251,1.739583,206
380_no_20959,GR-Athens,10-01-2010,,0.263280,115.000000,0.635365,0.345736,1.155462,
380_no_20959,GR-Athens,11-01-2010,,0.276655,,,,,
380_no_20959,GR-Athens,12-01-2010,,0.276980,125.000000,0.408318,0.586982,1.592308,
380_or_3228,FR-Paris,05-01-2010,,0.271650,,,,,
380_or_3228,FR-Paris,11-01-2010,,0.285985,,,,,
380_pa_1267,DE-Hamburg,01-01-2011,,0.313431,66.000000,0.740430,0.222024,2.514851,
380_pa_1267,DE-Hamburg,03-01-2011,,0.295452,,,,,
380_pa_1267,DE-Hamburg,07-01-2011,,0.297477,68.000000,0.770410,0.222361,2.390977,
380_pa_1267,DE-Hamburg,08-01-2011,3.216516,0.310532,68.000000,0.890403,0.101485,2.935754,260
380_pa_1267,DE-Hamburg,09-01-2010,,0.281619,65.000000,0.880704,0.104371,2.158879,
380_pa_1267,DE-Hamburg,09-01-2011,3.982994,0.331177,66.000000,0.842093,0.134644,2.704969,218
380_pa_1267,DE-Hamburg,10-01-2010,,0.299821,,,,,
380_pa_1267,FR-Paris,01-01-2011,3.288514,0.315563,59.000000,0.389117,0.588373,1.454780,235
380_pa_1267,FR-Paris,02-01-2011,4.967487,0.318850,60.000000,0.499185,0.490028,2.304233,233
380_pa_1267,FR-Paris,03-01-2010,,0.309926,51.500000,0.352065,0.633388,2.198198,
380_pa_1267,FR-Paris,03-01-2011,3.943053,0.321299,58.000000,0.460323,0.527268,1.914005,241
380_pa_1267,FR-Paris,04-01-2010,,0.295791,50.000000,0.236972,0.733137,1.935484,
380_pa_1267,FR-Paris,05-01-2010,3.493881,0.311824,51.000000,0.317694,0.668475,2.213904,211
380_pa_1267,FR-Paris,06-01-2010,4.044690,0.322696,55.000000,0.366703,0.628004,2.053073,209
380_pa_1267,FR-Paris,07-01-2010,,0.325416,58.000000,0.413520,0.581165,2.083019,
380_pa_1267,FR-Paris,07-01-2011,3.775323,0.325088,59.000000,0.703532,0.286672,1.742188,539
380_pa_1267,FR-Paris,08-01-2010,,0.317189,,,,,
380_pa_1267,FR-Paris,08-01-2011,,0.320118,,,,,
380_pa_1267,FR-Paris,09-01-2010,,0.314526,57.000000,0.413104,0.578106,1.435798,
380_pa_1267,FR-Paris,10-01-2010,,0.313459,56.000000,0.115879,0.871936,1.378723,
380_pa_1267,FR-Paris,11-01-2010,,0.329280,56.000000,0.260535,0.722786,0.842975,
380_pa_1267,FR-Paris,12-01-2010,,0.314139,57.000000,0.354814,0.634997,1.217712,
380_pa_1267,GR-Athens,01-01-2011,,0.297439,,,,,
380_pa_1267,GR-Athens,03-01-2011,,0.290523,115.500000,0.834054,0.138813,1.671362,
380_pa_1267,GR-Athens,05-01-2010,,0.288234,,,,,
380_pa_1267,GR-Athens,06-01-2010,,0.310398,,,,,
380_pa_1267,GR-Athens,07-01-2011,2.714115,0.310800,108.000000,0.885364,0.105916,1.967742,257
380_pa_1267,GR-Athens,08-01-2011,1.995896,0.316233,110.000000,0.918552,0.065956,1.950431,367
380_pa_1267,GR-Athens,09-01-2011,2.895161,0.313795,102.000000,0.898655,0.091972,2.010169,420
380_pa_12874,DE-Hamburg,09-01-2010,,0.330888,,,,,
380_pa_12874,FR-Paris,01-01-2011,,0.313943,67.000000,0.389006,0.604332,1.407843,
380_pa_12874,FR-Paris,02-01-2011,,0.304095,,,,,
380_pa_12874,FR-Paris,03-01-2010,,0.373353,61.000000,0.383311,0.611764,2.338308,
380_pa_12874,FR-Paris,04-01-2010,,0.361664,61.000000,0.396518,0.594043,1.772727,
380_pa_12874,FR-Paris,05-01-2010,3.528595,0.376032,61.000000,0.512400,0.482084,2.122507,219
380_pa_12874,FR-Paris,06-01-2010,,0.365210,66.500000,0.680684,0.312876,2.067138,
380_pa_12874,FR-Paris,07-01-2010,,0.372469,66.000000,0.200559,0.796447,2.666667,
380_pa_12874,FR-Paris,10-01-2010,,0.333821,,,,,
380_pa_12874,FR-Paris,11-01-2010,,0.317887,,,,,
380_pa_12874,FR-Paris,12-01-2010,,0.320864,,,,,
380_pa_16232,GR-Athens,08-01-2011,,0.248240,,,,,
380_pa_20959,DE-Hamburg,01-01-2011,2.634774,0.277741,95.000000,0.763973,0.217290,2.284884,521
380_pa_20959,DE-Hamburg,02-01-2011,2.780060,0.279883,96.000000,0.738756,0.233077,2.363025,367
380_pa_20959,DE-Hamburg,03-01-2011,2.728313,0.283196,95.000000,0.879035,0.107207,2.878012,447
380_pa_20959,DE-Hamburg,04-01-2010,,0.260650,,,,,
380_pa_20959,DE-Hamburg,05-01-2010,,0.273725,,,,,
380_pa_20959,DE-Hamburg,06-01-2010,,0.281999,,,,,
380_pa_20959,DE-Hamburg,07-01-2010,,0.274930,,,,,
380_pa_20959,DE-Hamburg,07-01-2011,3.263372,0.290629,97.000000,0.829582,0.153101,2.728324,219
380_pa_20959,DE-Hamburg,08-01-2010,3.437300,0.272309,98.000000,0.873232,0.111336,2.404301,600
380_pa_20959,DE-Hamburg,08-01-2011,3.286552,0.302061,96.000000,0.897369,0.091648,2.717833,298
380_pa_20959,DE-Hamburg,09-01-2010,2.782046,0.262971,98.000000,0.868336,0.106265,2.033868,729
380_pa_20959,DE-Hamburg,09-01-2011,3.920657,0.299689,94.000000,0.877363,0.109525,2.870000,260
380_pa_20959,DE-Hamburg,10-01-2010,2.704566,0.271113,96.000000,0.755293,0.235392,2.095321,713
380_pa_20959,DE-Hamburg,11-01-2010,2.756818,0.273304,99.000000,0.674788,0.317935,1.947799,550
380_pa_20959,DE-Hamburg,12-01-2010,2.707512,0.273837,96.000000,0.769655,0.214372,2.099133,501
380_pa_20959,FR-Paris,01-01-2010,,0.269230,88.000000,0.439712,0.553325,1.707921,
380_pa_20959,FR-Paris,01-01-2011,3.276747,0.281610,88.000000,0.550020,0.445074,1.733023,866
380_pa_20959,FR-Paris,02-01-2010,3.601372,0.277298,88.000000,0.600247,0.394321,2.089489,405
380_pa_20959,FR-Paris,02-01-2011,3.572800,0.290585,89.000000,0.479465,0.507915,1.827560,727
380_pa_20959,FR-Paris,03-01-2010,3.801825,0.278618,88.000000,0.467686,0.526732,1.937082,839
380_pa_20959,FR-Paris,03-01-2011,3.611019,0.296298,88.000000,0.545982,0.442031,2.055061,702
380_pa_20959,FR-Paris,04-01-2010,3.258456,0.274431,89.000000,0.515172,0.478725,2.067192,1528
380_pa_20959,FR-Paris,05-01-2010,3.633277,0.274348,89.000000,0.447461,0.538039,2.023465,1444
380_pa_20959,FR-Paris,06-01-2010,3.451667,0.281543,88.000000,0.548631,0.440457,2.055189,1209
380_pa_20959,FR-Paris,07-01-2010,3.584549,0.277155,88.000000,0.624805,0.366520,1.980450,991
380_pa_20959,FR-Paris,07-01-2011,4.509488,0.306893,88.000000,0.635724,0.355893,2.335388,478
380_pa_20959,FR-Paris,08-01-2010,3.440712,0.281583,89.000000,0.655984,0.334877,2.020161,730
380_pa_20959,FR-Paris,08-01-2011,,0.312367,85.000000,0.677342,0.318570,2.112150,
380_pa_20959,FR-Paris,09-01-2010,3.104750,0.282491,89.000000,0.648855,0.338136,1.674817,738
380_pa_20959,FR-Paris,10-01-2010,3.076303,0.281603,90.000000,0.660948,0.329650,1.617934,924
380_pa_20959,FR-Paris,11-01-2010,3.429960,0.291598,89.000000,0.410330,0.565151,1.621114,845
380_pa_20959,FR-Paris,12-01-2010,3.621875,0.287984,88.000000,0.437301,0.550712,1.675408,802
380_pa_20959,GR-Athens,01-01-2011,2.262570,0.274197,145.000000,0.546394,0.442591,1.456583,382
380_pa_20959,GR-Athens,02-01-2011,3.033027,0.278866,144.000000,0.463560,0.518030,1.419732,316
380_pa_20959,GR-Athens,03-01-2010,3.279189,0.289246,137.000000,0.589332,0.377284,2.086486,208
380_pa_20959,GR-Athens,03-01-2011,3.191946,0.286830,138.000000,0.376917,0.606805,1.617550,318
380_pa_20959,GR-Athens,04-01-2010,2.558379,0.280580,139.000000,0.425767,0.557570,1.923729,510
380_pa_20959,GR-Athens,05-01-2010,2.918894,0.271150,140.000000,0.549981,0.440372,2.007449,603
380_pa_20959,GR-Athens,06-01-2010,3.012948,0.276760,138.000000,0.505170,0.478603,2.014525,496
380_pa_20959,GR-Athens,07-01-2010,2.874360,0.279875,144.000000,0.288560,0.692208,1.820652,379
380_pa_20959,GR-Athens,07-01-2011,3.734741,0.298914,138.000000,0.735768,0.252311,2.221649,234
380_pa_20959,GR-Athens,08-01-2010,2.479503,0.281653,140.000000,0.296560,0.688735,1.479675,328
380_pa_20959,GR-Athens,08-01-2011,1.887302,0.299616,139.000000,0.903123,0.085149,2.195502,413
380_pa_20959,GR-Athens,09-01-2010,2.363958,0.285921,140.000000,0.374923,0.594673,1.732657,309
380_pa_20959,GR-Athens,09-01-2011,2.510080,0.300284,134.000000,0.876574,0.113600,2.311502,469
380_pa_20959,GR-Athens,10-01-2010,2.472628,0.285275,137.000000,0.431217,0.537465,1.206725,449
380_pa_20959,GR-Athens,11-01-2010,2.969295,0.278119,138.000000,0.560367,0.433138,1.748555,384
380_pa_20959,GR-Athens,12-01-2010,2.663181,0.277929,144.000000,0.287507,0.689992,1.508475,349
380_pa_20959,UK-London,02-01-2010,,0.274653,,,,,
380_pa_20959,UK-London,03-01-2010,,0.273301,89.000000,0.375510,0.620231,1.688136,
380_pa_20959,UK-London,04-01-2010,,0.272766,,,,,
380_pa_20959,UK-London,05-01-2010,,0.258702,,,,,
380_pa_20959,UK-London,06-01-2010,,0.279206,,,,,
380_pa_20963,FR-Paris,01-01-2011,,0.326226,83.000000,0.762668,0.228857,1.182243,
380_pa_20963,FR-Paris,04-01-2010,,0.323640,79.000000,0.873303,0.118645,2.090196,
380_pa_20963,FR-Paris,05-01-2010,1.134606,0.326045,87.000000,0.924556,0.065391,1.784983,222
380_pa_20963,FR-Paris,06-01-2010,,0.321831,81.500000,0.862531,0.131657,1.987234,
380_pa_20963,FR-Paris,07-01-2010,,0.329992,85.000000,0.663873,0.328953,2.009615,
380_pa_20963,FR-Paris,08-01-2010,,0.321930,,,,,
380_pa_20963,FR-Paris,09-01-2010,,0.335423,,,,,
380_pa_20963,FR-Paris,10-01-2010,,0.327878,,,,,
380_pa_20963,FR-Paris,11-01-2010,,0.326046,87.000000,0.833588,0.160116,1.752212,
380_pa_20963,FR-Paris,12-01-2010,,0.326191,,,,,
380_pa_20963,GR-Athens,09-01-2011,,0.326221,132.000000,0.928280,0.059932,1.243243,
380_pa_3228,FR-Paris,01-01-2011,,0.286143,,,,,
380_pa_3228,FR-Paris,04-01-2010,,0.289456,69.000000,0.846482,0.147428,2.058091,
380_pa_3228,FR-Paris,05-01-2010,,0.274559,,,,,
380_pa_3228,FR-Paris,06-01-2010,,0.294968,,,,,
380_pa_3228,FR-Paris,07-01-2010,,0.300551,,,,,
380_pa_44957,FR-Paris,01-01-2011,,0.079310,,,,,
380_pd_1267,DE-Hamburg,01-01-2011,2.324784,0.334422,64.000000,0.885048,0.097397,1.960563,267
380_pd_1267,DE-Hamburg,02-01-2011,,0.326611,69.000000,0.758279,0.215542,2.190000,
380_pd_1267,DE-Hamburg,03-01-2011,,0.301771,,,,,
380_pd_1267,DE-Hamburg,08-01-2010,2.570958,0.289087,63.000000,0.631181,0.364297,1.562667,235
380_pd_1267,DE-Hamburg,09-01-2010,1.561577,0.281527,73.000000,0.864260,0.121110,2.087558,314
380_pd_1267,DE-Hamburg,10-01-2010,2.134187,0.297891,65.000000,0.842651,0.138284,2.281250,271
380_pd_1267,DE-Hamburg,11-01-2010,1.801008,0.321177,68.000000,0.905661,0.086895,2.292500,298
380_pd_1267,DE-Hamburg,12-01-2010,2.325064,0.314577,68.000000,0.879787,0.108132,2.216667,221
380_pd_1267,FR-Paris,01-01-2011,2.644325,0.331843,62.500000,0.778217,0.217235,1.313433,486
380_pd_1267,FR-Paris,02-01-2010,,0.281660,,,,,
380_pd_1267,FR-Paris,02-01-2011,2.571051,0.321719,66.000000,0.556120,0.430057,1.470213,313
380_pd_1267,FR-Paris,03-01-2010,2.901957,0.303207,62.000000,0.472583,0.516492,1.790932,246
380_pd_1267,FR-Paris,03-01-2011,1.718972,0.321312,72.000000,0.714022,0.281893,1.863402,267
380_pd_1267,FR-Paris,04-01-2010,2.627006,0.293226,61.000000,0.590544,0.404489,1.953421,431
380_pd_1267,FR-Paris,05-01-2010,2.627231,0.293624,60.500000,0.530866,0.455616,1.984334,501
380_pd_1267,FR-Paris,06-01-2010,2.681402,0.307824,64.000000,0.643144,0.349083,1.835596,443
380_pd_1267,FR-Paris,07-01-2010,2.775104,0.323563,65.000000,0.581877,0.414579,1.864372,313
380_pd_1267,FR-Paris,07-01-2011,,0.327933,52.000000,0.634886,0.360734,2.414634,
380_pd_1267,FR-Paris,08-01-2010,2.277228,0.313794,70.000000,0.558603,0.437287,1.599558,299
380_pd_1267,FR-Paris,09-01-2010,1.740372,0.323160,69.000000,0.543807,0.452183,1.464567,323
380_pd_1267,FR-Paris,10-01-2010,2.057780,0.328464,67.000000,0.701034,0.291842,1.437859,356
380_pd_1267,FR-Paris,11-01-2010,2.234008,0.334511,62.000000,0.774181,0.206341,1.526596,400
380_pd_1267,FR-Paris,12-01-2010,2.179960,0.326933,63.000000,0.779453,0.207537,1.103327,420
380_pd_1267,GR-Athens,01-01-2011,,0.286927,150.000000,0.836145,0.160352,1.219048,
380_pd_1267,GR-Athens,02-01-2011,,0.301071,,,,,
380_pd_1267,GR-Athens,04-01-2010,,0.253370,,,,,
380_pd_1267,GR-Athens,05-01-2010,,0.284537,136.000000,0.667123,0.309745,2.612403,
380_pd_1267,GR-Athens,06-01-2010,,0.275980,,,,,
380_pd_1267,GR-Athens,07-01-2010,,0.308233,,,,,
380_pd_1267,GR-Athens,09-01-2010,,0.305024,,,,,
380_pd_1267,GR-Athens,10-01-2010,,0.309350,157.000000,0.821972,0.163655,1.725000,
380_pd_1267,GR-Athens,11-01-2010,,0.307311,,,,,
380_pd_1267,GR-Athens,12-01-2010,,0.307951,119.000000,0.841305,0.147586,1.434783,
380_pd_12874,DE-Hamburg,10-01-2010,,0.348982,,,,,
380_pd_12874,FR-Paris,01-01-2011,,0.373062,,,,,
380_pd_12874,FR-Paris,03-01-2010,,0.394777,,,,,
380_pd_12874,FR-Paris,04-01-2010,,0.384538,47.000000,0.603431,0.387836,1.923077,
380_pd_12874,FR-Paris,05-01-2010,,0.365540,48.500000,0.300854,0.692773,2.473498,
380_pd_12874,FR-Paris,06-01-2010,,0.366293,52.000000,0.601753,0.361725,2.600000,
380_pd_12874,FR-Paris,07-01-2010,,0.379945,,,,,
380_pd_16232,FR-Paris,07-01-2011,,0.220994,,,,,
380_pd_16232,GR-Athens,07-01-2011,,0.269694,,,,,
380_pd_16232,GR-Athens,08-01-2011,,0.442399,170.000000,0.287661,0.696340,2.250965,
380_pd_16232,GR-Athens,09-01-2011,,0.603568,168.000000,0.287317,0.703863,2.253219,
380_pd_20959,DE-Hamburg,01-01-2011,2.939077,0.287462,77.000000,0.725546,0.261035,2.384956,567
380_pd_20959,DE-Hamburg,02-01-2011,3.192603,0.292905,75.000000,0.784364,0.173273,2.647446,384
380_pd_20959,DE-Hamburg,03-01-2011,3.314925,0.298529,78.000000,0.811141,0.159805,2.612626,462
380_pd_20959,DE-Hamburg,04-01-2010,,0.284829,,,,,
380_pd_20959,DE-Hamburg,05-01-2010,,0.272530,80.000000,0.516950,0.474330,1.739130,
380_pd_20959,DE-Hamburg,06-01-2010,,0.285840,,,,,
380_pd_20959,DE-Hamburg,07-01-2010,,0.277973,,,,,
380_pd_20959,DE-Hamburg,07-01-2011,3.366791,0.304895,76.000000,0.896336,0.088152,2.619048,286
380_pd_20959,DE-Hamburg,08-01-2010,3.054187,0.273622,79.000000,0.874557,0.115398,2.111014,774
380_pd_20959,DE-Hamburg,08-01-2011,4.040293,0.306103,75.000000,0.726916,0.259093,2.461538,338
380_pd_20959,DE-Hamburg,09-01-2010,2.783571,0.284062,78.000000,0.888654,0.096717,2.173844,849
380_pd_20959,DE-Hamburg,09-01-2011,3.528502,0.305757,74.000000,0.834400,0.159042,2.700990,334
380_pd_20959,DE-Hamburg,10-01-2010,2.709272,0.276577,77.000000,0.816806,0.168554,2.090669,739
380_pd_20959,DE-Hamburg,11-01-2010,3.070752,0.286537,76.000000,0.762737,0.226028,2.078358,696
380_pd_20959,DE-Hamburg,12-01-2010,2.956674,0.285558,76.000000,0.835277,0.152686,2.137931,618
