region_isp,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
380_mi_16232,03-01-2011,0.737081,0.227059,129.000000,0.221730,0.767067,2.623741,204
380_mi_16232,04-01-2010,1.034584,0.173664,149.000000,0.311121,0.674581,2.845627,737
380_mi_16232,05-01-2010,1.155527,0.184382,146.000000,0.315279,0.667782,2.643082,774
380_mi_16232,06-01-2010,1.141036,0.190625,141.000000,0.290005,0.694552,2.887139,593
380_mi_16232,07-01-2010,1.346113,0.196014,139.500000,0.269667,0.717548,2.752199,454
380_mi_16232,07-01-2011,,0.214039,124.000000,0.221125,0.768082,3.342159,
380_mi_16232,08-01-2010,1.107036,0.201997,140.000000,0.230226,0.757706,2.740267,295
380_mi_16232,08-01-2011,,0.281330,130.000000,0.264518,0.723772,3.078767,
380_mi_16232,09-01-2010,0.838777,0.199587,140.000000,0.227965,0.760087,2.290023,305
380_mi_16232,09-01-2011,,0.279518,140.000000,0.247809,0.740487,3.055028,
380_mi_16232,10-01-2010,0.966891,0.201104,130.000000,0.212433,0.776271,2.576031,203
380_mi_16232,11-01-2010,0.772924,0.201174,139.000000,0.231195,0.760328,2.620898,215
380_mi_16232,12-01-2010,0.828038,0.211533,139.000000,0.240129,0.747339,2.626824,262
380_mi_20959,01-01-2010,2.811976,0.280688,69.000000,0.307055,0.683688,1.701136,477
380_mi_20959,01-01-2011,3.229529,0.294974,72.000000,0.360232,0.627075,1.694808,5027
380_mi_20959,02-01-2010,3.380944,0.281502,72.000000,0.469819,0.520306,1.807453,2044
380_mi_20959,02-01-2011,3.261297,0.296798,72.000000,0.413110,0.576505,1.923350,3960
380_mi_20959,03-01-2010,3.427309,0.281393,71.000000,0.370100,0.621628,1.789260,3522
380_mi_20959,03-01-2011,3.432107,0.299323,72.000000,0.536739,0.453752,2.075066,3694
380_mi_20959,04-01-2010,3.674698,0.281545,69.000000,0.288970,0.698831,1.887890,4747
380_mi_20959,05-01-2010,3.702654,0.281704,70.000000,0.243628,0.746935,2.014380,4820
380_mi_20959,06-01-2010,3.983171,0.288720,70.000000,0.295384,0.695222,2.180298,3834
380_mi_20959,07-01-2010,3.866695,0.288694,71.000000,0.268215,0.721343,2.141224,3163
380_mi_20959,07-01-2011,4.258299,0.307299,70.000000,0.645594,0.341902,2.281762,2924
380_mi_20959,08-01-2010,3.562816,0.287028,73.000000,0.385032,0.605845,1.744811,4053
380_mi_20959,08-01-2011,3.503766,0.305652,78.000000,0.797734,0.188756,2.376044,2397
380_mi_20959,09-01-2010,3.302638,0.293517,73.000000,0.555289,0.433238,1.714578,5112
380_mi_20959,09-01-2011,3.612163,0.309145,86.000000,0.860389,0.126140,2.333054,2362
380_mi_20959,10-01-2010,3.512367,0.297709,72.000000,0.479788,0.510695,1.779752,4905
380_mi_20959,11-01-2010,3.259887,0.296070,72.000000,0.381757,0.608684,1.721714,4632
380_mi_20959,12-01-2010,3.341734,0.295877,73.000000,0.421277,0.565346,1.755065,4530
380_mi_20963,01-01-2010,1.136665,0.284770,118.000000,0.950699,0.033597,2.435185,383
380_mi_20963,01-01-2011,1.299484,0.332926,106.000000,0.743296,0.236077,2.243457,2441
380_mi_20963,02-01-2010,1.272115,0.307813,127.000000,0.898297,0.080811,2.219610,1201
380_mi_20963,02-01-2011,1.539917,0.377230,109.000000,0.380081,0.610336,2.327054,1345
380_mi_20963,03-01-2010,1.402499,0.315509,120.000000,0.921542,0.060890,2.238078,2383
380_mi_20963,03-01-2011,1.918790,0.351698,99.000000,0.468844,0.517096,2.334902,1407
380_mi_20963,04-01-2010,1.352911,0.333335,116.000000,0.927544,0.055139,2.518662,3792
380_mi_20963,05-01-2010,1.424323,0.341326,113.000000,0.922766,0.058272,2.500455,3793
380_mi_20963,06-01-2010,1.530438,0.361320,111.000000,0.900403,0.079523,2.681699,3205
380_mi_20963,07-01-2010,1.656701,0.367161,110.000000,0.844260,0.142621,2.581410,2545
380_mi_20963,07-01-2011,2.543136,0.360275,90.000000,0.612482,0.370529,2.427737,1227
380_mi_20963,08-01-2010,1.679262,0.358647,99.000000,0.813201,0.173149,2.092456,2376
380_mi_20963,08-01-2011,2.231658,0.362118,98.000000,0.842132,0.140080,2.400670,1111
380_mi_20963,09-01-2010,1.609121,0.353978,98.000000,0.862579,0.114724,2.007860,2477
380_mi_20963,09-01-2011,2.507315,0.342095,93.000000,0.905877,0.079839,2.378882,951
380_mi_20963,10-01-2010,1.543439,0.340600,100.000000,0.823953,0.160501,2.248542,2374
380_mi_20963,11-01-2010,1.493276,0.333270,99.000000,0.839639,0.143654,2.078283,2298
380_mi_20963,12-01-2010,1.687228,0.339244,101.000000,0.727897,0.253953,2.235111,2101
380_mi_24608,01-01-2010,0.238298,0.139115,179.000000,0.664842,0.309642,2.329848,535
380_mi_24608,01-01-2011,0.267644,0.127034,180.000000,0.391356,0.588741,2.580451,776
380_mi_24608,02-01-2010,0.294629,0.099130,189.000000,0.611160,0.365407,2.645161,1453
380_mi_24608,02-01-2011,0.321362,0.123062,158.000000,0.334091,0.647584,2.361984,635
380_mi_24608,03-01-2010,0.321079,0.093766,163.000000,0.654614,0.321474,2.619017,1618
380_mi_24608,03-01-2011,0.435054,0.129960,142.000000,0.323543,0.659502,2.641848,531
380_mi_24608,04-01-2010,0.361231,0.088838,161.000000,0.640120,0.336883,2.619278,2265
380_mi_24608,05-01-2010,0.388568,0.096314,160.000000,0.624250,0.351900,2.727157,2376
380_mi_24608,06-01-2010,0.403086,0.104277,149.000000,0.647383,0.331251,2.653349,1788
380_mi_24608,07-01-2010,0.389467,0.106712,140.000000,0.466017,0.518678,2.726792,1024
380_mi_24608,07-01-2011,0.551187,0.174543,139.000000,0.330668,0.653676,2.955681,496
380_mi_24608,08-01-2010,0.483494,0.080489,160.000000,0.484611,0.478224,2.425145,1000
380_mi_24608,08-01-2011,0.528287,0.268754,140.000000,0.336673,0.648586,2.934618,412
380_mi_24608,09-01-2010,0.355703,0.076146,163.000000,0.444320,0.534521,2.433652,1075
380_mi_24608,09-01-2011,0.710192,0.224863,159.000000,0.379273,0.604877,2.883459,404
380_mi_24608,10-01-2010,0.354353,0.080480,182.000000,0.431608,0.544789,2.546960,826
380_mi_24608,11-01-2010,0.315585,0.121552,179.000000,0.393936,0.587420,2.661846,714
380_mi_24608,12-01-2010,0.253448,0.098201,191.000000,0.375075,0.605255,2.412003,657
380_mi_3228,01-01-2010,,0.290490,45.000000,0.917854,0.077561,1.902128,
380_mi_3228,01-01-2011,2.705289,0.298604,53.000000,0.857171,0.129717,1.612381,1407
380_mi_3228,02-01-2010,3.195952,0.281472,51.000000,0.664531,0.329157,1.883660,472
380_mi_3228,02-01-2011,3.017997,0.302042,51.000000,0.870287,0.115787,1.849340,1138
380_mi_3228,03-01-2010,1.459491,0.276116,58.000000,0.923935,0.061604,1.609924,979
380_mi_3228,03-01-2011,3.443482,0.307074,50.000000,0.884181,0.102487,1.783239,1111
380_mi_3228,04-01-2010,2.455553,0.270256,54.000000,0.707592,0.284715,1.866702,1166
380_mi_3228,05-01-2010,1.854978,0.269202,56.000000,0.894700,0.094217,1.845455,1137
380_mi_3228,06-01-2010,3.085259,0.283375,53.000000,0.520294,0.476457,2.000672,889
380_mi_3228,07-01-2010,3.748271,0.287271,53.000000,0.371602,0.624466,2.011092,673
380_mi_3228,07-01-2011,4.201837,0.313905,51.000000,0.924109,0.063838,2.176583,740
380_mi_3228,08-01-2010,3.698948,0.291501,51.500000,0.738442,0.254879,1.806321,932
380_mi_3228,08-01-2011,3.992894,0.320139,60.500000,0.890591,0.100959,2.029040,549
380_mi_3228,09-01-2010,3.292542,0.281775,50.000000,0.836021,0.150660,1.949640,1277
380_mi_3228,09-01-2011,4.143582,0.317952,76.000000,0.927404,0.059865,2.343711,568
380_mi_3228,10-01-2010,2.781966,0.281549,51.000000,0.604623,0.373446,1.481207,1179
380_mi_3228,11-01-2010,2.660342,0.297461,51.000000,0.835547,0.152454,1.680489,1207
380_mi_3228,12-01-2010,2.631355,0.287548,55.000000,0.864795,0.120302,1.690384,1195
380_mi_35612,01-01-2011,,0.108160,,,,,
380_mi_35612,02-01-2011,,0.092039,,,,,
380_mi_35612,03-01-2010,,0.257817,,,,,
380_mi_35612,03-01-2011,,0.080412,,,,,
380_mi_35612,04-01-2010,,0.253815,45.000000,0.546441,0.437286,1.774510,
380_mi_35612,05-01-2010,,0.255617,49.000000,0.764832,0.229249,1.567442,
380_mi_35612,06-01-2010,,0.257366,,,,,
380_mi_35612,07-01-2010,,0.258488,,,,,
380_mi_35612,08-01-2010,,0.186648,,,,,
380_mi_35612,09-01-2010,,0.104562,,,,,
380_mi_35612,10-01-2010,,0.106951,,,,,
380_mi_35612,11-01-2010,,0.094920,,,,,
380_mi_35612,12-01-2010,,0.097027,,,,,
380_mi_44957,01-01-2011,0.846056,0.256586,70.000000,0.955647,0.029784,1.336364,1047
380_mi_44957,02-01-2010,0.981957,0.229394,79.000000,0.759378,0.232225,1.640097,254
380_mi_44957,02-01-2011,0.774676,0.246265,77.000000,0.952715,0.033251,1.222600,920
380_mi_44957,03-01-2010,1.593367,0.206330,76.000000,0.399669,0.582953,1.446839,387
380_mi_44957,03-01-2011,0.866251,0.240105,80.000000,0.905447,0.073035,1.285444,762
380_mi_44957,04-01-2010,1.877375,0.237367,73.000000,0.445152,0.549010,1.646751,560
380_mi_44957,05-01-2010,1.754110,0.241407,73.000000,0.245132,0.735574,1.402073,510
380_mi_44957,06-01-2010,1.361013,0.237044,74.000000,0.529869,0.465263,1.679452,419
380_mi_44957,07-01-2010,1.102729,0.206529,74.000000,0.611266,0.377020,1.656690,329
380_mi_44957,07-01-2011,2.986746,0.289877,65.000000,0.188249,0.800521,2.226962,308
380_mi_44957,08-01-2010,1.724911,0.210253,70.000000,0.601825,0.388774,1.449516,433
380_mi_44957,08-01-2011,2.244602,0.272310,72.000000,0.500972,0.485071,1.857965,302
380_mi_44957,09-01-2010,1.481248,0.241077,68.000000,0.778162,0.212083,1.489224,601
380_mi_44957,09-01-2011,1.962081,0.286517,73.000000,0.859174,0.134140,2.381264,300
380_mi_44957,10-01-2010,1.462591,0.239702,69.000000,0.827395,0.163240,1.552128,620
380_mi_44957,11-01-2010,1.012737,0.248575,68.000000,0.934640,0.051463,1.314015,701
380_mi_44957,12-01-2010,1.354677,0.241491,68.000000,0.933062,0.057397,1.239544,742
380_mo_1267,01-01-2011,3.925085,0.311508,61.000000,0.863932,0.126188,2.308422,572
380_mo_1267,02-01-2010,3.171373,0.307686,60.000000,0.799911,0.193616,1.184615,228
380_mo_1267,02-01-2011,4.019762,0.321056,64.000000,0.881037,0.109278,2.166163,455
380_mo_1267,03-01-2010,3.868916,0.300052,56.000000,0.674450,0.320008,1.655116,385
380_mo_1267,03-01-2011,4.689624,0.326471,60.000000,0.887713,0.100183,2.119048,497
380_mo_1267,04-01-2010,4.202789,0.309346,54.000000,0.546198,0.451681,2.131108,494
380_mo_1267,05-01-2010,4.322092,0.308570,59.000000,0.489452,0.502553,2.126569,558
380_mo_1267,06-01-2010,3.803715,0.299181,60.000000,0.649111,0.339926,2.102066,502
380_mo_1267,07-01-2010,3.534903,0.311103,59.000000,0.702120,0.286533,2.023585,411
380_mo_1267,07-01-2011,,0.315508,56.000000,0.912970,0.071945,2.304878,
380_mo_1267,08-01-2010,4.366609,0.310464,64.000000,0.792851,0.201833,2.013595,442
380_mo_1267,08-01-2011,,0.314787,,,,,
380_mo_1267,09-01-2010,3.647188,0.304320,69.000000,0.798148,0.192861,2.055398,469
380_mo_1267,09-01-2011,,0.299360,,,,,
380_mo_1267,10-01-2010,3.178583,0.311307,74.000000,0.857147,0.132442,1.879250,599
380_mo_1267,11-01-2010,4.088784,0.317673,63.000000,0.713311,0.280146,1.827586,503
380_mo_1267,12-01-2010,4.483875,0.325695,58.000000,0.715517,0.267584,2.146125,533
380_mo_20959,01-01-2010,,0.278610,,,,,
380_mo_20959,01-01-2011,2.537693,0.289414,79.000000,0.465211,0.518981,1.810127,828
380_mo_20959,02-01-2010,2.934017,0.280372,76.000000,0.623868,0.364846,1.954545,329
380_mo_20959,02-01-2011,3.151298,0.284755,76.000000,0.496978,0.497414,1.920034,642
380_mo_20959,03-01-2010,3.095404,0.276492,75.000000,0.263327,0.724375,1.825516,546
380_mo_20959,03-01-2011,3.713802,0.293249,75.000000,0.399175,0.590423,1.931125,637
380_mo_20959,04-01-2010,3.130041,0.277790,74.000000,0.382493,0.602180,1.722071,813
380_mo_20959,05-01-2010,3.422861,0.281593,74.000000,0.251295,0.730334,1.945019,825
380_mo_20959,06-01-2010,3.803795,0.281451,75.000000,0.264292,0.724441,1.958893,660
380_mo_20959,07-01-2010,3.351919,0.281656,76.000000,0.268844,0.721993,1.741397,507
380_mo_20959,07-01-2011,3.931305,0.308798,73.000000,0.400556,0.585240,2.209989,478
380_mo_20959,08-01-2010,3.032100,0.279463,76.000000,0.584846,0.402661,1.656349,714
380_mo_20959,08-01-2011,4.123428,0.308416,84.000000,0.700972,0.287215,2.426554,415
380_mo_20959,09-01-2010,3.260277,0.273361,77.000000,0.701689,0.292087,1.689540,912
380_mo_20959,09-01-2011,3.909943,0.302952,93.000000,0.785683,0.181684,2.377444,414
380_mo_20959,10-01-2010,2.932612,0.279350,77.000000,0.555943,0.430163,1.524500,808
380_mo_20959,11-01-2010,3.064694,0.280476,76.000000,0.504747,0.486706,1.601164,773
380_mo_20959,12-01-2010,3.117713,0.284983,76.000000,0.271579,0.718943,1.809148,675
380_mo_20963,01-01-2011,1.404725,0.352559,84.000000,0.932844,0.055557,1.891608,231
380_mo_20963,02-01-2011,,0.375875,70.500000,0.938252,0.050529,1.952381,
380_mo_20963,03-01-2011,,0.371021,,,,,
380_mo_20963,07-01-2011,,0.361441,,,,,
380_mo_20963,09-01-2010,,0.348195,,,,,
380_mo_20963,10-01-2010,1.818175,0.384190,75.000000,0.941641,0.048946,1.909420,235
380_mo_20963,11-01-2010,,0.350366,75.000000,0.946139,0.042121,2.309417,
380_mo_20963,12-01-2010,1.650591,0.348266,80.000000,0.923368,0.061246,2.093117,201
380_mo_3228,01-01-2011,,0.298542,65.000000,0.965459,0.020400,1.646586,
380_mo_3228,02-01-2011,,0.297542,,,,,
380_mo_3228,03-01-2010,,0.252502,,,,,
380_mo_3228,03-01-2011,,0.297639,,,,,
380_mo_3228,04-01-2010,,0.267611,69.500000,0.885459,0.102604,1.745690,
380_mo_3228,05-01-2010,,0.269927,71.000000,0.937002,0.054004,1.707207,
380_mo_3228,06-01-2010,,0.276978,,,,,
380_mo_3228,09-01-2010,,0.264683,,,,,
380_mo_3228,10-01-2010,,0.269918,66.000000,0.932043,0.049759,1.720721,
380_mo_3228,11-01-2010,,0.296378,,,,,
380_mo_3228,12-01-2010,,0.281491,67.000000,0.939906,0.046172,1.575610,
380_na_1267,01-01-2010,,0.291492,,,,,
380_na_1267,01-01-2011,3.325528,0.308010,57.000000,0.530863,0.459480,1.843025,2016
380_na_1267,02-01-2010,3.266428,0.300910,50.000000,0.581163,0.410633,1.914647,599
380_na_1267,02-01-2011,3.500676,0.318904,58.000000,0.591160,0.392183,2.059732,1806
380_na_1267,03-01-2010,3.266384,0.311542,51.000000,0.472010,0.519589,1.920294,1056
380_na_1267,03-01-2011,3.736588,0.315900,55.000000,0.652191,0.333767,2.172322,2140
380_na_1267,04-01-2010,3.597489,0.301286,50.000000,0.372633,0.622023,2.011474,1651
380_na_1267,05-01-2010,3.010615,0.305762,54.000000,0.495502,0.500040,1.962100,1743
380_na_1267,06-01-2010,3.767605,0.304578,55.000000,0.519327,0.471866,2.077069,1599
380_na_1267,07-01-2010,3.521805,0.297474,55.000000,0.508329,0.483340,1.990036,1324
380_na_1267,07-01-2011,3.696069,0.332982,53.000000,0.525638,0.462565,2.420352,1549
380_na_1267,08-01-2010,3.357791,0.290526,55.000000,0.334360,0.649888,1.779364,1204
380_na_1267,08-01-2011,3.569833,0.316512,81.000000,0.630119,0.362480,2.283051,1080
380_na_1267,09-01-2010,2.604372,0.292689,61.000000,0.740220,0.252548,1.659127,1646
380_na_1267,09-01-2011,3.564017,0.301517,85.000000,0.762629,0.222849,2.261666,1134
380_na_1267,10-01-2010,3.050087,0.303046,55.000000,0.479535,0.511298,1.713085,1649
380_na_1267,11-01-2010,2.851078,0.304947,55.000000,0.570548,0.422980,1.628740,1778
380_na_1267,12-01-2010,3.392385,0.319349,56.000000,0.548586,0.444126,1.849841,1909
380_na_12874,01-01-2011,2.901816,0.325414,63.000000,0.935187,0.052110,2.290134,853
380_na_12874,02-01-2010,2.641000,0.342350,60.000000,0.914547,0.068901,2.096990,418
380_na_12874,02-01-2011,2.585943,0.323816,67.000000,0.936921,0.049454,1.907084,784
380_na_12874,03-01-2010,2.604498,0.347236,59.000000,0.849907,0.137995,1.554554,751
380_na_12874,03-01-2011,2.930961,0.329129,63.000000,0.857602,0.125970,1.996403,738
380_na_12874,04-01-2010,3.095625,0.347131,56.000000,0.930062,0.059760,2.096774,1238
380_na_12874,05-01-2010,2.885382,0.352388,58.000000,0.916949,0.065922,2.136986,1448
380_na_12874,06-01-2010,3.000793,0.359556,62.000000,0.897820,0.088793,2.041249,1229
380_na_12874,07-01-2010,2.749678,0.337155,64.000000,0.915471,0.068545,2.211970,837
380_na_12874,07-01-2011,3.673082,0.337837,62.000000,0.924476,0.059215,2.830527,604
380_na_12874,08-01-2010,2.831482,0.323558,67.000000,0.924478,0.060915,2.024752,829
380_na_12874,08-01-2011,2.691114,0.341143,79.000000,0.931499,0.051598,2.498507,469
380_na_12874,09-01-2010,2.634519,0.329674,63.000000,0.952382,0.035527,1.918750,970
380_na_12874,09-01-2011,2.780751,0.344165,87.000000,0.921967,0.055056,2.302829,420
380_na_12874,10-01-2010,2.579913,0.321053,63.000000,0.945462,0.040674,1.881599,970
380_na_12874,11-01-2010,2.579440,0.317066,64.000000,0.910118,0.073393,1.881547,842
380_na_12874,12-01-2010,2.852936,0.320062,64.000000,0.925694,0.055735,2.097375,828
380_na_20959,01-01-2010,3.475981,0.272792,81.000000,0.799474,0.182476,2.022581,404
380_na_20959,01-01-2011,2.879534,0.280574,87.000000,0.645520,0.339641,1.775172,3953
380_na_20959,02-01-2010,2.916278,0.274069,85.000000,0.578714,0.413100,1.676288,1962
380_na_20959,02-01-2011,3.460488,0.288755,86.000000,0.578406,0.414635,1.993681,2832
380_na_20959,03-01-2010,3.216813,0.279240,84.000000,0.596727,0.395265,1.800129,3780
380_na_20959,03-01-2011,3.321255,0.291118,86.000000,0.788466,0.196492,2.248006,3306
380_na_20959,04-01-2010,3.209298,0.274397,86.000000,0.577417,0.412838,1.963113,5357
380_na_20959,05-01-2010,3.189168,0.275632,86.000000,0.543165,0.445148,1.963880,5382
380_na_20959,06-01-2010,3.220338,0.277907,86.000000,0.566991,0.423941,2.117479,4500
380_na_20959,07-01-2010,3.315154,0.281474,87.000000,0.385893,0.602711,1.945780,3443
380_na_20959,07-01-2011,4.171084,0.304607,84.000000,0.829411,0.156084,2.558896,2580
380_na_20959,08-01-2010,3.194609,0.281510,87.000000,0.570692,0.418424,1.796768,3318
380_na_20959,08-01-2011,3.274365,0.299421,97.500000,0.841362,0.145640,2.295223,2145
380_na_20959,09-01-2010,3.136320,0.281931,87.000000,0.549961,0.436949,1.774161,3903
380_na_20959,09-01-2011,3.579124,0.303186,109.000000,0.899123,0.089062,2.572376,1951
380_na_20959,10-01-2010,3.279633,0.281549,88.000000,0.597671,0.393112,1.866026,4168
380_na_20959,11-01-2010,3.208517,0.281681,86.000000,0.454600,0.535885,1.775304,3752
380_na_20959,12-01-2010,3.163947,0.281659,87.000000,0.488102,0.498619,1.772568,3671
380_na_20963,01-01-2011,0.914051,0.234764,93.000000,0.935998,0.050040,1.573094,843
380_na_20963,02-01-2010,,0.298454,84.000000,0.924294,0.067073,1.785714,
380_na_20963,02-01-2011,1.357248,0.299509,91.000000,0.936373,0.049700,1.836788,600
380_na_20963,03-01-2010,1.311270,0.294257,91.000000,0.882460,0.105322,1.792123,329
380_na_20963,03-01-2011,2.338900,0.302744,82.000000,0.928708,0.061503,2.066766,479
380_na_20963,04-01-2010,1.111867,0.311866,95.000000,0.915689,0.069104,1.775744,669
380_na_20963,05-01-2010,1.194989,0.317774,93.000000,0.931072,0.052207,2.099776,688
380_na_20963,06-01-2010,1.510068,0.304841,91.000000,0.868080,0.115606,2.025066,545
380_na_20963,07-01-2010,2.250308,0.322084,91.000000,0.785391,0.209221,2.080666,532
380_na_20963,07-01-2011,2.377760,0.320498,82.000000,0.942370,0.046909,2.492163,520
380_na_20963,08-01-2010,2.105139,0.314188,90.000000,0.789069,0.196517,1.786632,521
380_na_20963,08-01-2011,3.147562,0.320167,87.000000,0.932168,0.053142,2.520062,509
380_na_20963,09-01-2010,1.179675,0.294485,92.500000,0.919642,0.069931,1.883351,721
380_na_20963,09-01-2011,3.031258,0.313837,99.500000,0.933095,0.057743,2.490401,452
380_na_20963,10-01-2010,1.353367,0.303800,92.000000,0.911945,0.078445,1.668421,699
380_na_20963,11-01-2010,1.292107,0.280422,89.000000,0.911975,0.077307,1.417073,601
380_na_20963,12-01-2010,0.725529,0.240935,92.000000,0.931356,0.056873,1.474877,747
380_na_3228,01-01-2011,2.081921,0.270868,78.000000,0.933813,0.056018,2.134771,275
380_na_3228,02-01-2010,,0.237148,,,,,
380_na_3228,02-01-2011,2.089438,0.257774,82.500000,0.881988,0.110816,2.128378,210
380_na_3228,03-01-2010,,0.281665,74.000000,0.232003,0.762917,1.854545,
380_na_3228,03-01-2011,2.140118,0.282859,78.000000,0.948700,0.039282,1.824207,264
380_na_3228,04-01-2010,2.122944,0.275774,78.000000,0.861599,0.115781,1.796840,293
380_na_3228,05-01-2010,2.582292,0.276011,77.000000,0.507685,0.482513,2.090730,300
380_na_3228,06-01-2010,2.172447,0.265633,83.000000,0.722314,0.270657,1.896000,236
380_na_3228,07-01-2010,,0.260852,89.000000,0.733666,0.252196,1.776699,
380_na_3228,07-01-2011,,0.298699,,,,,
380_na_3228,08-01-2010,,0.277312,79.000000,0.617894,0.376635,1.521401,
380_na_3228,08-01-2011,,0.251717,,,,,
380_na_3228,09-01-2010,,0.259859,75.000000,0.674074,0.310597,1.796117,
380_na_3228,10-01-2010,1.847913,0.255201,84.000000,0.737641,0.241280,1.468531,266
380_na_3228,11-01-2010,2.461946,0.273281,84.000000,0.902259,0.079523,1.750000,247
380_na_3228,12-01-2010,2.053125,0.261805,87.500000,0.863199,0.102218,1.583832,224
380_na_44957,01-01-2011,0.086994,0.068151,81.000000,0.981304,0.007208,1.649425,305
380_na_44957,02-01-2010,,0.242262,,,,,
380_na_44957,02-01-2011,0.090947,0.069863,80.000000,0.982829,0.004012,1.551181,209
380_na_44957,03-01-2010,,0.214553,85.000000,0.892542,0.101465,1.325000,
380_na_44957,03-01-2011,0.076549,0.066356,88.000000,0.969830,0.013010,1.615819,296
380_na_44957,04-01-2010,0.939896,0.229764,83.000000,0.948422,0.039804,1.528761,366
380_na_44957,05-01-2010,1.324038,0.235884,82.000000,0.904390,0.091344,1.569593,343
380_na_44957,06-01-2010,1.242994,0.207319,80.000000,0.918414,0.068683,1.653543,290
380_na_44957,07-01-2010,0.107926,0.077003,85.000000,0.965745,0.024696,1.287154,345
380_na_44957,07-01-2011,,0.069755,,,,,
380_na_44957,08-01-2010,0.118208,0.076955,79.000000,0.970735,0.011563,1.020958,288
380_na_44957,08-01-2011,,0.068754,,,,,
380_na_44957,09-01-2010,0.100516,0.068073,80.000000,0.975338,0.010993,1.434555,349
380_na_44957,10-01-2010,0.110463,0.078411,80.000000,0.979739,0.007363,1.058442,267
380_na_44957,11-01-2010,0.089839,0.073459,81.000000,0.972701,0.008718,1.839286,379
380_na_44957,12-01-2010,0.107953,0.070535,80.000000,0.966705,0.019230,1.626168,272
380_no_20959,01-01-2010,,0.278481,,,,,
380_no_20959,01-01-2011,2.217212,0.271554,76.000000,0.641015,0.344087,1.803155,956
380_no_20959,02-01-2010,3.788295,0.281697,76.000000,0.812924,0.166629,2.169435,380
380_no_20959,02-01-2011,2.533174,0.282870,79.000000,0.417859,0.570435,1.901432,677
380_no_20959,03-01-2010,3.331251,0.277447,77.000000,0.372078,0.622180,1.653737,573
380_no_20959,03-01-2011,2.921147,0.285248,77.000000,0.465015,0.513485,1.844711,744
380_no_20959,04-01-2010,3.343669,0.280501,74.000000,0.601211,0.383748,2.003296,906
380_no_20959,05-01-2010,3.006618,0.280448,76.000000,0.634142,0.353088,2.103081,1078
380_no_20959,06-01-2010,3.423466,0.281169,76.000000,0.748073,0.242747,2.434783,829
380_no_20959,07-01-2010,4.155108,0.282465,73.000000,0.640306,0.346797,2.079710,588
380_no_20959,07-01-2011,3.509503,0.300954,77.000000,0.689583,0.292066,2.177686,608
380_no_20959,08-01-2010,3.090342,0.272758,78.000000,0.778684,0.203979,1.773065,867
380_no_20959,08-01-2011,3.358444,0.299103,86.000000,0.852615,0.129813,2.406650,527
380_no_20959,09-01-2010,2.764327,0.269882,78.000000,0.776630,0.197214,1.747488,965
380_no_20959,09-01-2011,2.737709,0.293593,101.000000,0.814637,0.166082,1.955947,456
380_no_20959,10-01-2010,2.729607,0.273443,77.500000,0.717625,0.272918,1.797641,1016
380_no_20959,11-01-2010,2.350510,0.278024,78.000000,0.711754,0.276069,1.928113,970
380_no_20959,12-01-2010,2.650439,0.281526,78.000000,0.617675,0.368399,1.791557,899
380_or_3228,01-01-2011,,0.278993,67.000000,0.800162,0.189569,1.819672,
380_or_3228,02-01-2011,,0.268507,72.000000,0.807771,0.159480,1.600823,
380_or_3228,03-01-2010,,0.286741,,,,,
380_or_3228,03-01-2011,,0.263866,70.000000,0.834723,0.156373,1.562500,
380_or_3228,04-01-2010,,0.255629,66.000000,0.911208,0.084091,2.189320,
380_or_3228,05-01-2010,2.342723,0.267669,73.000000,0.935308,0.054302,2.216606,229
380_or_3228,06-01-2010,,0.290915,,,,,
380_or_3228,07-01-2010,,0.305329,68.500000,0.743595,0.250197,1.754902,
380_or_3228,07-01-2011,,0.325592,,,,,
380_or_3228,08-01-2010,,0.283727,66.000000,0.886718,0.101401,1.385246,
380_or_3228,09-01-2010,,0.243030,67.000000,0.934623,0.058543,2.032710,
380_or_3228,10-01-2010,,0.263256,66.000000,0.921860,0.074156,1.736842,
380_or_3228,11-01-2010,,0.277580,69.000000,0.869949,0.111102,2.442748,
380_or_3228,12-01-2010,,0.280750,72.000000,0.661400,0.333599,1.671756,
380_pa_1267,01-01-2011,2.808939,0.305839,67.000000,0.629174,0.349820,1.749701,537
380_pa_1267,02-01-2010,,0.286102,60.000000,0.690971,0.304170,1.541833,
380_pa_1267,02-01-2011,3.888600,0.306782,66.000000,0.744110,0.247971,2.213802,480
380_pa_1267,03-01-2010,2.968103,0.289299,60.000000,0.363271,0.627939,1.894040,261
380_pa_1267,03-01-2011,3.421175,0.303906,67.000000,0.775738,0.211368,2.258389,594
380_pa_1267,04-01-2010,3.677554,0.292282,54.000000,0.283735,0.701530,1.934664,296
380_pa_1267,05-01-2010,3.179318,0.300530,59.000000,0.364658,0.630354,2.104265,371
380_pa_1267,06-01-2010,3.276474,0.319806,62.000000,0.416116,0.577180,2.089527,354
380_pa_1267,07-01-2010,3.293581,0.321786,67.000000,0.290168,0.697190,1.963387,230
380_pa_1267,07-01-2011,3.239303,0.309314,66.000000,0.762974,0.228292,1.942133,1084
380_pa_1267,08-01-2010,3.136961,0.310605,61.000000,0.593039,0.397136,1.997992,316
